Log_ID,Student_ID,Week,Login_Count,Dashboard_Clicks,Time_Spent,Date
L11033,S1023,9,6,8,16,8/28/2025
L11034,S10673,15,7,41,106,1/3/2024
L11035,S1962,13,4,31,112,8/10/2024
L11036,S9005,4,5,44,49,9/18/2025
L11037,S12463,8,1,42,61,6/12/2025
L11038,S11086,8,7,30,33,10/17/2024
L11039,S12044,8,5,46,19,5/5/2024
L11040,S2549,2,1,28,25,1/7/2025
L11041,S7673,16,2,17,44,5/23/2025
L11042,S11773,4,7,24,106,1/13/2024
L11043,S7714,11,4,14,75,8/3/2024
L11044,S13695,16,5,37,109,1/10/2024
L11045,S9610,1,3,28,63,9/12/2025
L11046,S6744,9,1,35,29,5/15/2024
L11047,S3123,8,2,44,27,2/10/2025
L11048,S14326,6,8,43,50,8/19/2024
L11049,S12072,10,9,31,85,1/21/2024
L11050,S1311,8,8,47,72,8/23/2025
L11051,S11081,6,9,24,76,10/8/2024
L11052,S7047,12,8,7,10,10/28/2024
L11053,S13266,13,5,40,31,7/3/2025
L11054,S4590,4,1,42,32,9/8/2024
L11055,S9364,15,3,14,34,11/15/2024
L11056,S11877,5,8,24,81,9/26/2025
L11057,S5930,12,7,22,25,9/12/2024
L11058,S7283,13,5,35,74,1/1/2024
L11059,S11797,14,5,11,59,11/28/2024
L11060,S8989,4,2,27,54,11/16/2024
L11061,S6640,1,3,35,13,3/15/2025
L11062,S4012,10,1,15,66,3/17/2025
L11063,S9795,8,8,5,27,11/8/2024
L11064,S6962,11,9,30,25,5/27/2025
L11065,S7944,14,1,27,19,8/27/2025
L11066,S4380,10,7,11,21,3/6/2025
L11067,S13246,14,2,15,70,8/15/2024
L11068,S1791,12,1,6,89,7/27/2024
L11069,S11933,1,6,18,64,6/18/2025
L11070,S1277,5,5,19,56,1/1/2025
L11071,S12381,2,8,25,74,2/8/2025
L11072,S4166,2,9,39,78,4/7/2025
L11073,S6630,14,2,15,38,4/11/2025
L11074,S14472,3,1,30,79,1/14/2025
L11075,S3238,2,1,41,18,12/2/2024
L11076,S14155,6,1,11,109,5/5/2024
L11077,S4055,10,9,18,95,4/1/2024
L11078,S13708,8,4,38,74,3/15/2025
L11079,S13510,14,9,20,92,6/24/2024
L11080,S5940,4,1,18,71,5/8/2025
L11081,S2953,5,6,32,49,4/21/2024
L11082,S4289,8,2,38,47,9/24/2024
L11083,S6847,13,5,36,37,5/7/2025
L11084,S9363,7,2,7,56,2/5/2024
L11085,S1913,6,6,17,18,6/1/2024
L11086,S2567,16,4,45,75,7/18/2025
L11087,S12292,6,7,33,112,1/20/2024
L11088,S6215,5,4,44,88,5/20/2025
L11089,S3169,9,8,23,18,9/7/2025
L11090,S2224,14,8,48,104,2/5/2024
L11091,S13737,13,5,45,24,12/14/2024
L11092,S8598,15,7,35,11,6/13/2024
L11093,S2203,13,5,5,55,2/24/2024
L11094,S8790,14,4,21,67,7/23/2025
L11095,S14304,3,6,25,55,2/19/2024
L11096,S4117,15,1,21,119,2/25/2024
L11097,S5719,4,5,26,45,4/26/2025
L11098,S10925,14,3,31,18,4/13/2025
L11099,S5044,16,4,25,88,6/14/2024
L11100,S2199,16,1,36,101,10/3/2025
L11101,S11931,9,8,40,59,1/15/2025
L11102,S10768,13,9,7,31,3/26/2025
L11103,S10500,10,9,18,83,2/24/2025
L11104,S4627,4,6,14,82,8/20/2024
L11105,S1251,16,1,49,96,2/3/2024
L11106,S10259,10,1,30,55,2/14/2024
L11107,S2979,5,8,41,47,10/2/2025
L11108,S9367,10,6,8,68,3/17/2025
L11109,S13406,10,6,18,70,5/1/2024
L11110,S11161,12,7,27,94,3/29/2024
L11111,S9462,1,6,31,59,5/6/2024
L11112,S10074,2,2,12,117,4/11/2024
L11113,S3309,3,1,7,41,6/9/2024
L11114,S8635,14,2,31,60,2/8/2024
L11115,S1440,5,3,21,53,4/12/2025
L11116,S7932,10,4,47,114,3/5/2025
L11117,S4237,9,7,29,118,4/5/2025
L11118,S3974,2,2,16,82,7/19/2024
L11119,S9214,4,3,13,104,6/5/2024
L11120,S4879,9,9,6,58,3/1/2024
L11121,S7795,2,2,40,33,6/30/2025
L11122,S13062,4,5,16,69,9/7/2025
L11123,S3828,8,1,41,42,2/6/2024
L11124,S12536,13,8,13,116,12/9/2024
L11125,S7122,1,8,15,112,9/3/2025
L11126,S12351,4,9,15,46,1/21/2025
L11127,S9471,14,2,9,112,8/7/2024
L11128,S9339,2,8,13,114,3/21/2025
L11129,S7044,10,6,33,97,2/19/2024
L11130,S3653,3,9,27,25,9/28/2025
L11131,S2111,3,4,21,78,9/7/2024
L11132,S14422,5,8,42,87,8/12/2024
L11133,S8528,6,9,10,62,6/22/2025
L11134,S2745,1,7,16,22,3/13/2025
L11135,S7832,2,4,19,88,2/22/2024
L11136,S2014,3,8,27,47,8/12/2025
L11137,S6035,8,1,33,31,9/29/2024
L11138,S6901,8,9,10,95,2/28/2025
L11139,S13773,7,9,7,85,3/31/2025
L11140,S9950,9,4,35,96,5/9/2024
L11141,S1689,12,2,35,62,7/25/2024
L11142,S3755,6,1,32,103,7/31/2025
L11143,S11806,1,3,21,85,4/10/2025
L11144,S10589,9,9,42,104,9/30/2024
L11145,S7252,5,4,11,92,4/22/2025
L11146,S1066,15,8,40,76,10/21/2024
L11147,S11750,15,9,45,91,1/23/2024
L11148,S14245,9,7,49,80,10/10/2025
L11149,S2349,2,2,26,16,10/7/2025
L11150,S12571,6,2,11,72,8/27/2024
L11151,S12629,1,7,38,97,10/20/2024
L11152,S8590,2,7,20,26,9/9/2024
L11153,S4935,1,1,28,87,5/9/2025
L11154,S13606,4,6,8,74,4/23/2024
L11155,S8192,13,8,25,42,5/22/2025
L11156,S9729,8,1,10,51,10/18/2025
L11157,S13982,16,5,24,43,3/16/2025
L11158,S1401,9,9,42,60,5/31/2024
L11159,S3460,11,5,35,66,5/27/2025
L11160,S11849,9,5,9,61,4/3/2025
L11161,S12635,4,6,40,21,5/11/2024
L11162,S4491,8,2,35,72,11/21/2024
L11163,S10679,3,3,34,119,2/17/2025
L11164,S13474,11,2,10,46,11/7/2024
L11165,S9765,1,2,14,106,5/28/2025
L11166,S10919,10,2,46,91,8/29/2024
L11167,S10083,3,9,29,36,5/21/2025
L11168,S12714,13,2,40,35,6/14/2025
L11169,S3858,14,2,48,20,9/24/2024
L11170,S10933,13,9,35,103,3/18/2024
L11171,S12664,7,1,20,103,12/5/2024
L11172,S13194,1,3,12,14,1/1/2025
L11173,S11541,6,6,15,55,6/25/2025
L11174,S5385,10,8,9,41,4/18/2025
L11175,S2621,9,6,10,47,7/25/2024
L11176,S8639,7,2,32,81,1/14/2025
L11177,S5365,3,4,32,63,2/23/2025
L11178,S11108,16,1,25,84,1/28/2025
L11179,S14198,2,3,35,92,12/14/2024
L11180,S2478,2,2,22,77,2/25/2024
L11181,S12367,2,8,47,93,10/30/2024
L11182,S13865,3,1,31,13,1/20/2024
L11183,S1936,5,6,47,44,9/26/2025
L11184,S9359,1,6,21,83,7/29/2025
L11185,S1715,8,1,21,71,7/21/2024
L11186,S9743,11,2,31,81,2/10/2024
L11187,S6604,13,5,39,59,8/8/2025
L11188,S9352,7,4,49,21,4/8/2025
L11189,S8282,2,1,15,13,10/15/2024
L11190,S12142,9,4,10,36,9/18/2025
L11191,S3276,14,5,9,75,5/5/2024
L11192,S6069,11,8,19,108,12/23/2024
L11193,S11745,15,6,24,27,2/12/2025
L11194,S5167,7,9,7,49,4/9/2025
L11195,S4434,6,6,10,65,1/25/2024
L11196,S4129,6,4,41,115,7/29/2024
L11197,S1934,10,2,37,52,11/11/2024
L11198,S14274,2,7,22,30,3/5/2024
L11199,S10670,6,7,10,80,5/25/2024
L11200,S12824,16,8,19,79,10/19/2024
L11201,S1913,12,4,8,86,4/27/2025
L11202,S13295,9,1,8,39,5/11/2025
L11203,S3639,12,6,32,92,8/21/2025
L11204,S1556,5,4,9,18,1/14/2025
L11205,S3076,11,4,34,50,1/3/2024
L11206,S4958,4,9,24,99,8/23/2025
L11207,S14627,2,6,8,45,11/22/2024
L11208,S12138,15,4,13,16,2/28/2025
L11209,S1056,10,1,29,19,9/25/2024
L11210,S4720,4,3,14,68,6/1/2024
L11211,S6024,6,5,24,29,4/28/2024
L11212,S2015,1,6,16,37,10/31/2024
L11213,S8488,7,7,11,65,2/16/2025
L11214,S13781,16,9,17,33,9/28/2024
L11215,S12399,12,6,41,19,12/25/2024
L11216,S8928,12,8,37,117,2/27/2025
L11217,S4976,1,6,24,23,8/20/2024
L11218,S9591,16,7,31,79,3/11/2025
L11219,S6345,5,1,11,105,3/27/2024
L11220,S4963,10,7,18,23,3/2/2025
L11221,S13088,16,1,33,82,2/11/2025
L11222,S14036,1,5,26,111,1/7/2024
L11223,S9037,6,2,9,13,4/24/2025
L11224,S9432,8,9,11,41,9/18/2025
L11225,S14740,10,6,13,37,10/12/2024
L11226,S9918,15,3,22,78,7/29/2024
L11227,S11684,12,4,29,50,11/17/2024
L11228,S12110,2,7,10,23,3/16/2025
L11229,S5123,16,4,29,52,5/14/2024
L11230,S10874,9,7,24,56,7/7/2024
L11231,S8671,1,9,40,117,12/4/2024
L11232,S11671,13,9,8,56,2/10/2025
L11233,S7243,1,4,42,63,4/1/2025
L11234,S11285,4,3,32,106,2/22/2025
L11235,S9962,11,2,44,10,10/17/2025
L11236,S10926,1,9,17,117,2/29/2024
L11237,S7857,2,1,28,38,5/20/2025
L11238,S2077,2,5,20,53,9/24/2024
L11239,S11235,11,3,47,47,12/19/2024
L11240,S2410,6,3,34,100,4/8/2025
L11241,S1140,14,6,5,63,8/12/2025
L11242,S1056,3,7,15,51,7/11/2024
L11243,S1371,8,7,28,70,3/4/2025
L11244,S11193,13,8,18,108,7/26/2024
L11245,S9477,10,5,33,77,5/24/2024
L11246,S2261,2,2,44,35,7/21/2024
L11247,S10534,8,4,45,78,4/13/2025
L11248,S1263,13,8,42,23,8/9/2025
L11249,S6678,2,3,18,77,4/23/2024
L11250,S10714,15,2,18,66,10/12/2025
L11251,S6013,7,5,23,100,8/25/2024
L11252,S7150,9,1,21,15,6/16/2024
L11253,S13082,4,5,22,64,4/23/2025
L11254,S4288,2,7,22,48,7/15/2025
L11255,S3602,11,5,37,74,6/25/2024
L11256,S2418,6,3,13,83,2/12/2024
L11257,S13825,14,8,21,69,11/8/2024
L11258,S8785,15,1,13,100,7/1/2025
L11259,S5862,9,2,29,85,10/1/2024
L11260,S4278,11,2,25,20,7/13/2024
L11261,S3058,16,3,13,104,9/16/2024
L11262,S3362,6,4,46,42,7/20/2024
L11263,S3377,10,9,14,104,10/28/2024
L11264,S7828,12,9,20,116,4/3/2024
L11265,S14427,10,7,39,69,6/8/2024
L11266,S10049,15,5,37,23,7/15/2025
L11267,S3332,12,3,34,118,4/9/2025
L11268,S14302,7,4,11,84,9/22/2024
L11269,S1408,9,4,43,115,3/27/2024
L11270,S2393,12,1,20,48,10/27/2024
L11271,S11267,13,4,32,51,7/10/2025
L11272,S13039,2,9,26,28,2/25/2024
L11273,S14268,3,4,9,45,2/21/2024
L11274,S4644,6,9,15,80,10/2/2025
L11275,S6326,6,2,18,103,2/6/2025
L11276,S10948,10,7,49,119,2/5/2024
L11277,S11964,12,9,15,72,9/4/2024
L11278,S3962,1,3,42,106,1/23/2024
L11279,S5509,7,8,13,77,7/8/2024
L11280,S14148,10,7,31,72,1/9/2025
L11281,S5860,6,5,30,29,2/18/2025
L11282,S14210,16,1,38,109,2/6/2025
L11283,S4371,6,3,33,79,1/8/2025
L11284,S9312,11,6,31,71,8/27/2025
L11285,S13985,15,2,25,36,2/25/2025
L11286,S13213,11,6,40,30,3/29/2025
L11287,S8836,3,1,5,38,9/1/2025
L11288,S3436,6,4,35,13,6/20/2025
L11289,S8009,9,4,46,11,12/1/2024
L11290,S14780,2,5,21,89,4/16/2024
L11291,S13807,3,7,25,18,10/3/2024
L11292,S6029,14,1,15,42,9/18/2025
L11293,S8867,9,1,14,70,4/3/2025
L11294,S4590,6,3,32,90,9/3/2025
L11295,S4381,1,7,48,68,7/24/2024
L11296,S12000,12,4,32,25,3/31/2025
L11297,S13391,1,9,15,58,7/20/2025
L11298,S7849,16,5,49,35,4/15/2024
L11299,S11297,10,1,5,109,10/23/2024
L11300,S12373,12,8,29,24,6/5/2024
L11301,S7727,3,4,26,34,5/22/2024
L11302,S8718,2,9,20,27,6/17/2025
L11303,S14886,8,6,31,19,9/18/2025
L11304,S4589,8,6,19,45,12/6/2024
L11305,S8920,12,4,44,19,1/8/2024
L11306,S9667,3,3,34,18,3/20/2024
L11307,S4494,7,1,34,33,8/17/2024
L11308,S11508,16,2,33,98,1/13/2024
L11309,S9490,7,3,49,38,3/27/2025
L11310,S3256,7,9,8,38,5/2/2024
L11311,S5972,11,7,48,110,7/8/2024
L11312,S12172,16,6,35,82,11/6/2024
L11313,S6203,7,8,6,72,7/24/2024
L11314,S1844,2,3,39,41,7/23/2024
L11315,S6203,11,5,44,19,10/17/2025
L11316,S13757,12,5,24,44,6/28/2025
L11317,S10024,5,4,38,23,12/13/2024
L11318,S7408,2,2,9,13,1/26/2025
L11319,S4278,2,3,10,51,2/1/2025
L11320,S10240,12,6,40,34,2/15/2025
L11321,S14697,15,5,18,10,12/25/2024
L11322,S5591,13,7,31,70,10/22/2024
L11323,S2805,2,8,40,72,8/9/2025
L11324,S1619,2,6,43,108,2/19/2024
L11325,S3764,11,4,34,114,9/3/2024
L11326,S4106,5,8,19,28,2/5/2025
L11327,S11488,13,9,14,63,6/14/2025
L11328,S3826,4,6,18,49,1/8/2024
L11329,S10981,4,2,39,62,8/16/2024
L11330,S5242,9,6,5,25,9/23/2025
L11331,S10440,13,1,18,49,12/24/2024
L11332,S8643,2,9,7,56,7/10/2025
L11333,S9359,1,9,23,70,5/27/2025
L11334,S7023,10,4,26,78,9/8/2025
L11335,S12187,6,8,45,107,11/19/2024
L11336,S14734,7,3,44,93,9/25/2025
L11337,S5584,9,4,19,89,7/5/2024
L11338,S3299,11,1,20,42,2/1/2025
L11339,S4747,10,1,9,20,8/26/2024
L11340,S7517,14,6,36,116,11/16/2024
L11341,S14582,3,2,39,63,5/7/2024
L11342,S2865,10,8,36,93,8/24/2024
L11343,S2420,8,5,17,73,1/5/2024
L11344,S10361,6,4,18,43,5/12/2024
L11345,S2024,16,3,8,90,4/1/2024
L11346,S7531,13,8,46,47,9/11/2025
L11347,S3563,12,1,6,75,6/26/2025
L11348,S9691,16,8,16,30,1/8/2024
L11349,S9159,5,3,24,43,3/15/2024
L11350,S8699,9,7,34,81,11/5/2024
L11351,S10094,5,3,25,34,3/19/2025
L11352,S6023,5,5,25,26,11/29/2024
L11353,S9954,8,6,10,68,2/4/2024
L11354,S1312,11,3,9,108,2/16/2024
L11355,S1533,16,5,18,30,11/9/2024
L11356,S10370,2,4,8,53,8/7/2024
L11357,S4712,1,2,38,10,8/8/2024
L11358,S13850,15,4,19,29,1/7/2025
L11359,S14207,6,2,42,56,3/10/2024
L11360,S10283,8,9,34,29,4/20/2024
L11361,S13485,7,9,47,104,5/23/2025
L11362,S11586,8,1,34,94,7/25/2025
L11363,S5940,2,7,34,19,5/15/2025
L11364,S5415,9,8,20,118,9/11/2025
L11365,S10152,15,1,22,16,12/5/2024
L11366,S1615,16,8,36,61,9/12/2024
L11367,S7987,4,7,46,114,1/25/2024
L11368,S9639,15,1,48,11,2/7/2025
L11369,S13466,1,5,29,85,1/23/2025
L11370,S10137,15,8,43,102,8/3/2025
L11371,S10546,6,7,47,89,2/22/2024
L11372,S1328,13,2,24,113,7/22/2024
L11373,S14157,1,9,29,10,5/25/2024
L11374,S13721,13,2,47,51,2/20/2024
L11375,S10622,10,1,17,14,9/1/2025
L11376,S5693,8,1,48,99,4/17/2024
L11377,S7474,9,6,29,79,3/26/2025
L11378,S10008,5,2,42,70,1/5/2025
L11379,S8651,3,7,9,21,12/6/2024
L11380,S1326,12,2,32,67,5/24/2025
L11381,S1478,9,2,16,50,4/27/2024
L11382,S5457,2,3,25,45,3/10/2024
L11383,S4564,14,3,5,42,7/5/2024
L11384,S2079,8,1,40,38,8/10/2025
L11385,S14699,8,4,39,14,6/16/2025
L11386,S7880,4,2,41,64,8/1/2024
L11387,S10540,6,5,13,53,10/16/2025
L11388,S13455,4,2,11,14,12/25/2024
L11389,S11281,1,6,19,26,11/19/2024
L11390,S11671,12,1,47,86,7/20/2024
L11391,S10987,14,3,46,73,11/16/2024
L11392,S3826,6,5,47,91,7/8/2024
L11393,S4518,2,7,34,100,10/15/2025
L11394,S14395,5,8,26,94,6/22/2024
L11395,S6907,12,7,36,109,10/16/2025
L11396,S5718,2,7,7,89,3/14/2024
L11397,S1357,3,9,23,98,3/21/2025
L11398,S3827,5,2,5,73,12/3/2024
L11399,S5680,14,7,22,65,10/29/2024
L11400,S2947,10,3,30,48,2/11/2024
L11401,S6122,15,8,49,45,4/19/2025
L11402,S5968,16,2,8,69,5/21/2025
L11403,S8240,12,8,25,87,6/15/2025
L11404,S7175,12,3,5,36,5/4/2024
L11405,S6860,13,2,38,47,8/15/2024
L11406,S9370,6,5,46,33,8/5/2025
L11407,S6987,12,1,35,30,4/8/2024
L11408,S2235,9,7,38,91,9/27/2024
L11409,S1586,7,9,45,84,1/13/2024
L11410,S13470,12,5,32,43,4/24/2025
L11411,S9227,12,9,30,109,12/12/2024
L11412,S6847,1,1,32,21,6/1/2024
L11413,S2608,11,9,31,28,12/28/2024
L11414,S9578,5,8,42,112,3/28/2024
L11415,S10952,8,9,42,39,10/31/2024
L11416,S2228,10,3,30,65,2/24/2024
L11417,S8340,16,5,32,113,5/29/2024
L11418,S2969,10,9,13,105,9/11/2025
L11419,S11948,3,5,21,57,4/23/2025
L11420,S10650,7,1,7,35,8/20/2025
L11421,S8361,11,8,35,95,1/21/2024
L11422,S7826,11,3,48,63,4/26/2024
L11423,S5426,6,9,28,37,7/3/2024
L11424,S2810,4,9,17,111,6/7/2025
L11425,S3683,5,5,12,55,3/27/2025
L11426,S4904,10,1,17,116,6/25/2025
L11427,S3015,5,9,43,11,6/7/2024
L11428,S4462,2,3,25,28,9/8/2024
L11429,S2351,15,2,13,44,3/5/2024
L11430,S10353,9,4,46,119,9/2/2025
L11431,S3576,4,8,22,14,9/25/2025
L11432,S3390,12,7,40,30,7/21/2024
L11433,S13549,12,5,39,47,8/22/2024
L11434,S14818,11,5,17,91,3/27/2025
L11435,S7273,16,1,18,115,10/25/2024
L11436,S11713,12,1,31,66,7/22/2024
L11437,S5661,12,9,40,72,4/20/2024
L11438,S7132,5,6,25,85,8/16/2025
L11439,S4118,13,7,38,111,7/23/2024
L11440,S7534,14,9,46,58,2/10/2025
L11441,S9598,5,8,10,54,8/27/2024
L11442,S2240,11,6,45,116,8/5/2024
L11443,S6021,13,6,12,90,3/31/2025
L11444,S4742,16,6,14,56,9/9/2025
L11445,S4813,10,3,24,94,11/26/2024
L11446,S6931,14,5,35,10,4/20/2024
L11447,S14429,16,9,43,88,6/13/2024
L11448,S5327,12,5,23,97,5/9/2024
L11449,S8398,16,5,43,109,3/17/2024
L11450,S1358,11,4,11,44,2/7/2024
L11451,S1588,8,1,18,69,2/8/2024
L11452,S14274,2,8,11,52,8/18/2025
L11453,S4043,9,7,18,13,12/30/2024
L11454,S14864,8,7,42,24,7/10/2025
L11455,S4312,10,5,39,84,5/4/2025
L11456,S14681,4,8,33,101,5/24/2024
L11457,S6949,14,9,12,109,12/15/2024
L11458,S10040,4,7,35,23,11/14/2024
L11459,S4731,16,3,46,95,10/3/2025
L11460,S5161,13,7,17,112,10/12/2024
L11461,S13424,15,3,10,36,6/28/2024
L11462,S11956,14,4,37,11,9/25/2025
L11463,S3676,8,2,6,57,2/9/2024
L11464,S8258,12,1,47,108,7/30/2024
L11465,S11426,5,4,19,109,6/14/2024
L11466,S8142,2,5,7,58,1/5/2025
L11467,S10724,12,7,17,18,8/9/2025
L11468,S3023,12,3,36,30,9/27/2025
L11469,S1728,7,2,43,48,8/5/2025
L11470,S3222,10,8,9,11,6/16/2025
L11471,S2786,14,2,6,58,1/24/2025
L11472,S12231,9,8,46,86,9/5/2025
L11473,S6349,14,9,35,49,1/18/2024
L11474,S12617,11,4,21,35,1/2/2024
L11475,S3216,7,2,39,43,5/22/2024
L11476,S9280,1,2,45,32,9/20/2024
L11477,S9244,4,6,20,13,3/18/2024
L11478,S14053,15,4,28,48,10/3/2025
L11479,S7659,2,3,29,86,1/6/2024
L11480,S4213,15,8,39,50,9/6/2025
L11481,S12681,4,5,31,90,8/21/2025
L11482,S1195,8,8,48,77,10/17/2025
L11483,S10794,7,3,19,118,7/25/2024
L11484,S11160,13,5,26,47,12/30/2024
L11485,S13079,11,3,47,35,7/20/2024
L11486,S6346,6,9,27,65,9/15/2025
L11487,S3721,11,2,33,100,8/31/2024
L11488,S1324,10,1,6,23,4/28/2025
L11489,S9160,14,1,21,62,7/9/2024
L11490,S8983,11,1,8,82,6/16/2024
L11491,S1008,7,2,46,112,2/29/2024
L11492,S5531,11,6,14,88,3/6/2025
L11493,S12571,9,2,20,54,6/3/2024
L11494,S3159,10,5,30,19,7/5/2024
L11495,S5189,9,8,5,70,8/1/2024
L11496,S6801,3,8,34,101,4/19/2024
L11497,S7748,7,2,45,16,12/30/2024
L11498,S4566,11,6,33,84,8/12/2025
L11499,S2577,11,5,19,83,5/15/2024
L11500,S6963,4,9,39,66,12/11/2024
L11501,S3291,9,3,30,41,6/1/2025
L11502,S5889,5,6,27,24,3/7/2025
L11503,S1238,14,8,35,18,5/25/2024
L11504,S6100,10,4,35,101,8/1/2025
L11505,S10288,2,6,15,56,7/3/2024
L11506,S6935,12,8,11,37,4/27/2024
L11507,S8520,13,5,33,84,3/5/2025
L11508,S11654,16,9,35,15,4/23/2024
L11509,S1756,12,1,42,73,2/27/2025
L11510,S5943,12,1,28,30,1/29/2025
L11511,S10194,8,6,28,65,2/27/2025
L11512,S11631,10,9,25,83,3/1/2025
L11513,S5095,11,4,31,110,2/2/2024
L11514,S7550,10,7,27,27,8/29/2025
L11515,S11317,9,5,17,28,8/26/2024
L11516,S2676,12,9,16,82,10/10/2024
L11517,S4571,9,2,44,56,8/7/2024
L11518,S10848,2,4,6,41,7/13/2024
L11519,S2671,14,7,16,58,7/17/2024
L11520,S12028,16,6,42,105,7/4/2024
L11521,S13753,10,4,19,14,7/1/2025
L11522,S8646,13,9,13,110,6/18/2025
L11523,S3075,1,8,43,111,9/7/2025
L11524,S14352,15,1,20,30,11/22/2024
L11525,S12694,11,4,37,74,7/22/2024
L11526,S14255,2,8,27,39,10/8/2025
L11527,S7572,7,3,11,29,2/22/2025
L11528,S10848,4,8,40,98,9/30/2025
L11529,S5005,8,8,24,64,7/8/2025
L11530,S5165,2,3,21,56,3/8/2024
L11531,S13430,11,9,22,77,9/5/2024
L11532,S5767,9,5,29,63,4/17/2025
L11533,S13830,5,5,34,93,5/22/2025
L11534,S1076,1,3,48,69,5/6/2024
L11535,S3161,3,2,43,47,6/12/2025
L11536,S5077,11,2,27,22,3/16/2024
L11537,S12706,5,3,46,49,1/24/2024
L11538,S13845,6,8,34,32,1/28/2025
L11539,S10932,3,6,41,118,2/24/2025
L11540,S5611,15,3,34,87,1/17/2024
L11541,S7108,4,5,47,31,4/4/2025
L11542,S4762,12,3,10,87,8/15/2025
L11543,S1900,13,6,40,15,6/11/2025
L11544,S8919,7,6,42,76,7/9/2025
L11545,S13589,2,4,11,64,6/12/2024
L11546,S7676,5,5,11,114,10/19/2024
L11547,S7021,13,8,29,69,9/25/2024
L11548,S2856,1,7,37,57,1/22/2024
L11549,S5276,5,5,16,98,7/11/2024
L11550,S12904,2,2,35,38,9/11/2025
L11551,S6322,3,3,14,83,5/6/2024
L11552,S10067,3,7,17,78,4/13/2025
L11553,S6313,13,5,44,85,2/19/2024
L11554,S3051,11,3,44,113,3/5/2025
L11555,S1764,8,9,16,36,1/23/2024
L11556,S8794,12,7,19,64,12/5/2024
L11557,S13127,5,3,48,77,4/21/2024
L11558,S3034,6,4,25,82,6/1/2024
L11559,S3474,9,1,34,57,3/24/2025
L11560,S6868,7,7,12,101,11/11/2024
L11561,S8487,3,6,25,112,7/21/2024
L11562,S9157,2,4,25,96,6/2/2024
L11563,S9299,12,6,49,18,11/23/2024
L11564,S12620,14,5,16,84,3/2/2024
L11565,S8231,1,9,43,40,6/13/2024
L11566,S7678,8,9,6,50,10/6/2024
L11567,S12155,13,5,33,114,8/10/2025
L11568,S13469,13,3,44,44,8/3/2024
L11569,S11746,3,5,38,115,5/19/2024
L11570,S8929,1,7,13,89,2/20/2024
L11571,S8402,2,9,37,10,10/6/2025
L11572,S12342,16,7,25,42,2/10/2024
L11573,S14676,14,8,33,110,12/9/2024
L11574,S6165,14,8,49,35,9/5/2024
L11575,S2731,12,1,11,108,7/12/2025
L11576,S5296,7,4,39,56,10/17/2025
L11577,S14183,6,8,26,37,9/4/2024
L11578,S13410,8,2,6,53,4/8/2024
L11579,S1944,13,5,30,91,6/4/2025
L11580,S4899,3,2,46,86,4/8/2024
L11581,S11447,6,8,41,102,5/17/2025
L11582,S4058,13,7,9,12,4/23/2025
L11583,S7366,16,4,5,38,7/4/2024
L11584,S10294,9,6,31,91,5/12/2025
L11585,S6452,3,3,11,23,2/12/2025
L11586,S3934,2,4,24,84,6/1/2024
L11587,S6854,10,2,11,28,12/19/2024
L11588,S9833,8,6,32,77,8/27/2024
L11589,S11511,6,3,27,11,7/28/2024
L11590,S10133,3,8,21,33,4/22/2025
L11591,S12951,1,4,48,71,12/12/2024
L11592,S4973,9,8,10,13,9/12/2025
L11593,S11309,16,1,30,72,2/18/2024
L11594,S6653,10,5,8,12,3/11/2024
L11595,S11198,5,8,7,48,7/30/2024
L11596,S3359,5,7,42,48,1/22/2025
L11597,S13710,14,8,47,26,5/23/2025
L11598,S4915,7,1,44,113,2/14/2024
L11599,S2146,5,1,19,92,8/20/2025
L11600,S13888,10,8,20,33,12/1/2024
L11601,S2165,15,4,7,36,12/29/2024
L11602,S8683,12,6,46,38,4/3/2025
L11603,S5244,6,6,46,27,9/28/2024
L11604,S3361,4,1,19,34,8/29/2025
L11605,S2326,3,6,33,102,10/12/2024
L11606,S1167,3,3,37,117,4/11/2024
L11607,S10849,6,4,41,52,1/1/2025
L11608,S1696,2,1,38,46,2/27/2025
L11609,S9954,10,3,47,69,1/27/2024
L11610,S3113,9,3,6,115,9/22/2025
L11611,S1203,11,9,9,59,1/3/2025
L11612,S8755,3,9,23,36,9/6/2025
L11613,S14290,9,6,14,106,9/14/2024
L11614,S8538,11,4,15,88,9/17/2024
L11615,S13535,8,7,47,55,2/13/2024
L11616,S10690,1,7,16,79,10/28/2024
L11617,S1193,6,2,41,85,8/24/2024
L11618,S4233,4,2,12,72,5/14/2024
L11619,S5097,14,4,27,89,8/16/2024
L11620,S12189,4,3,17,65,5/22/2024
L11621,S8908,7,9,41,84,12/2/2024
L11622,S8105,12,2,41,93,10/9/2025
L11623,S1415,2,6,7,68,5/13/2024
L11624,S11440,16,9,11,66,6/10/2025
L11625,S4233,12,9,34,28,5/20/2025
L11626,S6228,10,3,17,47,2/9/2024
L11627,S6860,12,6,39,73,1/25/2025
L11628,S6607,8,2,44,37,7/3/2025
L11629,S13860,13,3,27,57,12/16/2024
L11630,S6900,9,9,23,77,6/5/2024
L11631,S10532,14,2,43,111,6/21/2024
L11632,S3913,4,1,25,61,2/14/2025
L11633,S5878,1,8,33,88,9/11/2024
L11634,S2093,15,1,22,89,2/15/2025
L11635,S9540,16,1,11,100,7/9/2025
L11636,S2861,11,4,27,41,6/13/2024
L11637,S14050,7,4,36,77,12/30/2024
L11638,S5320,9,7,14,111,5/12/2025
