Student_ID,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade
S13905,12,80,2,1,2,1,1,26,1,13,0,51,87,0,2,0
S13906,12,80,2,1,2,1,1,27,2,16,1,95,54,1,2,3
S13907,12,80,0,0,1,1,1,22,0,1,1,54,42,0,1,3
S13908,12,80,0,0,1,1,1,27,2,8,1,98,60,1,1,2
S13909,12,80,0,0,1,1,1,24,2,5,1,91,67,1,1,2
S13910,12,80,0,0,1,1,1,26,1,13,0,51,87,0,2,0
S13911,12,80,0,0,1,1,1,27,2,16,1,95,54,1,2,3
S13912,12,80,2,1,1,1,1,22,0,1,1,54,42,0,1,3
S13913,12,80,2,1,1,1,1,27,2,8,1,98,60,1,1,2
S13914,12,80,2,1,1,1,1,24,2,5,1,91,67,1,1,2
S13915,12,80,2,1,1,1,1,26,1,13,0,51,87,0,2,0
S13916,12,80,2,1,1,1,1,27,2,16,1,95,54,1,2,3
S13917,13,79,2,1,0,0,0,20,2,9,0,90,86,1,2,0
S13918,13,79,2,1,0,0,0,19,1,18,0,68,64,1,1,2
S13919,13,79,2,1,0,0,0,29,0,0,1,73,76,0,0,1
S13920,13,79,2,1,0,0,0,29,1,2,1,96,41,0,2,3
S13921,13,79,2,1,0,0,0,22,0,6,0,60,65,1,1,2
S13922,13,79,2,0,2,1,0,20,2,9,0,90,86,1,2,0
S13923,13,79,2,0,2,1,0,19,1,18,0,68,64,1,1,2
S13924,13,79,2,0,2,1,0,29,0,0,1,73,76,0,0,1
S13925,13,79,2,0,2,1,0,29,1,2,1,96,41,0,2,3
S13926,13,79,2,0,2,1,0,22,0,6,0,60,65,1,1,2
S13927,13,79,0,0,1,0,0,20,2,9,0,90,86,1,2,0
S13928,13,79,0,0,1,0,0,19,1,18,0,68,64,1,1,2
S13929,13,79,0,0,1,0,0,29,0,0,1,73,76,0,0,1
S13930,13,79,0,0,1,0,0,29,1,2,1,96,41,0,2,3
S13931,13,79,0,0,1,0,0,22,0,6,0,60,65,1,1,2
S13932,27,98,0,1,0,1,1,29,3,9,1,75,96,1,0,0
S13933,27,98,0,1,0,1,1,20,3,17,0,76,54,1,0,3
S13934,27,98,0,1,0,1,1,22,0,4,1,59,47,0,2,3
S13935,35,68,2,1,1,1,1,26,3,2,1,67,61,1,1,2
S13936,35,68,2,1,1,1,1,26,0,8,1,82,88,0,1,0
S13937,35,68,2,1,1,1,1,18,2,4,0,56,89,0,1,0
S13938,17,85,1,1,1,1,1,27,3,8,0,51,64,1,2,2
S13939,17,85,1,1,1,1,1,18,2,10,0,82,70,1,1,1
S13940,17,85,0,0,1,1,1,27,3,8,0,51,64,1,2,2
S13941,17,85,0,0,1,1,1,18,2,10,0,82,70,1,1,1
S13942,17,85,1,1,1,1,1,27,3,8,0,51,64,1,2,2
S13943,17,85,1,1,1,1,1,18,2,10,0,82,70,1,1,1
S13944,28,95,1,0,2,1,1,25,2,3,1,81,43,0,2,3
S13945,28,95,1,0,2,1,1,25,2,5,0,96,100,0,2,0
S13946,28,95,1,0,2,1,1,25,3,15,1,62,48,1,2,3
S13947,28,95,1,0,2,1,1,19,2,15,0,91,50,1,1,3
S13948,28,95,1,0,1,1,1,25,2,3,1,81,43,0,2,3
S13949,28,95,1,0,1,1,1,25,2,5,0,96,100,0,2,0
S13950,28,95,1,0,1,1,1,25,3,15,1,62,48,1,2,3
S13951,28,95,1,0,1,1,1,19,2,15,0,91,50,1,1,3
S13952,28,95,1,0,0,1,1,25,2,3,1,81,43,0,2,3
S13953,28,95,1,0,0,1,1,25,2,5,0,96,100,0,2,0
S13954,28,95,1,0,0,1,1,25,3,15,1,62,48,1,2,3
S13955,28,95,1,0,0,1,1,19,2,15,0,91,50,1,1,3
S13956,11,76,1,1,0,1,0,28,1,6,1,55,92,1,1,0
S13957,11,76,1,1,0,1,0,20,3,1,1,68,49,1,0,3
S13958,11,76,1,1,0,1,0,21,2,13,0,81,55,1,1,2
S13959,11,76,1,0,2,1,0,28,1,6,1,55,92,1,1,0
S13960,11,76,1,0,2,1,0,20,3,1,1,68,49,1,0,3
S13961,11,76,1,0,2,1,0,21,2,13,0,81,55,1,1,2
S13962,7,92,1,1,1,1,0,19,3,0,1,76,66,1,2,2
S13963,7,92,1,1,1,1,0,19,1,11,1,57,87,1,2,0
S13964,7,92,1,1,1,1,0,29,3,1,1,78,94,1,0,0
S13965,7,92,1,1,1,1,0,23,1,19,1,56,54,1,1,3
S13966,7,92,1,1,1,1,0,25,3,10,0,78,67,1,0,2
S13967,26,72,0,0,0,1,0,20,2,0,0,65,98,1,2,0
S13968,26,72,0,0,0,1,0,25,0,3,1,87,74,0,2,1
S13969,26,72,0,0,0,1,0,19,3,19,0,68,47,1,0,3
S13970,26,72,0,0,1,1,0,20,2,0,0,65,98,1,2,0
S13971,26,72,0,0,1,1,0,25,0,3,1,87,74,0,2,1
S13972,26,72,0,0,1,1,0,19,3,19,0,68,47,1,0,3
S13973,39,90,2,0,2,1,0,25,0,10,1,56,93,1,2,0
S13974,39,90,2,0,2,1,0,28,0,5,0,56,48,0,2,3
S13975,34,72,2,1,0,1,1,18,2,18,0,63,56,1,2,2
S13976,19,77,1,0,0,1,0,28,0,4,1,91,86,0,2,0
S13977,19,77,1,0,0,1,0,18,2,3,0,57,47,1,2,3
S13978,19,77,1,0,0,1,0,20,1,12,1,85,84,0,2,1
S13979,19,77,0,1,1,1,0,28,0,4,1,91,86,0,2,0
S13980,19,77,0,1,1,1,0,18,2,3,0,57,47,1,2,3
S13981,19,77,0,1,1,1,0,20,1,12,1,85,84,0,2,1
S13982,19,77,0,1,0,1,0,28,0,4,1,91,86,0,2,0
S13983,19,77,0,1,0,1,0,18,2,3,0,57,47,1,2,3
S13984,19,77,0,1,0,1,0,20,1,12,1,85,84,0,2,1
S13985,19,77,1,1,2,1,0,28,0,4,1,91,86,0,2,0
S13986,19,77,1,1,2,1,0,18,2,3,0,57,47,1,2,3
S13987,19,77,1,1,2,1,0,20,1,12,1,85,84,0,2,1
S13988,19,77,0,0,0,1,0,28,0,4,1,91,86,0,2,0
S13989,19,77,0,0,0,1,0,18,2,3,0,57,47,1,2,3
S13990,19,77,0,0,0,1,0,20,1,12,1,85,84,0,2,1
S13991,30,89,1,0,1,1,1,22,1,11,1,99,62,1,1,2
S13992,30,89,1,0,1,1,1,24,2,6,1,84,90,1,1,0
S13993,30,89,1,0,1,1,1,25,0,16,1,74,70,0,2,1
S13994,9,93,0,1,0,1,0,19,0,12,0,50,52,0,2,3
S13995,9,93,0,1,0,1,0,28,3,12,1,98,85,0,1,0
S13996,9,93,0,1,0,1,0,19,0,15,1,75,42,0,2,3
S13997,9,93,0,1,0,1,0,24,0,10,1,54,48,0,2,3
S13998,9,93,0,1,0,1,0,26,2,18,0,53,72,1,0,1
S13999,9,93,0,1,0,1,0,22,0,8,1,96,56,1,2,2
S14000,9,93,0,1,0,1,0,18,1,0,1,94,88,0,1,0
S14001,16,100,2,0,1,1,0,27,1,19,1,87,59,0,0,2
S14002,16,100,2,0,1,1,0,27,1,19,1,87,59,0,0,2
S14003,16,100,1,1,2,1,0,27,1,19,1,87,59,0,0,2
S14004,26,92,2,0,1,1,1,19,3,1,1,88,68,0,2,2
S14005,26,92,2,0,1,1,1,25,0,12,1,53,76,1,1,1
S14006,26,92,2,0,1,1,1,18,3,16,1,93,74,1,2,1
S14007,26,92,1,1,1,1,1,19,3,1,1,88,68,0,2,2
S14008,26,92,1,1,1,1,1,25,0,12,1,53,76,1,1,1
S14009,26,92,1,1,1,1,1,18,3,16,1,93,74,1,2,1
S14010,26,92,2,0,2,1,1,19,3,1,1,88,68,0,2,2
S14011,26,92,2,0,2,1,1,25,0,12,1,53,76,1,1,1
S14012,26,92,2,0,2,1,1,18,3,16,1,93,74,1,2,1
S14013,26,92,1,0,1,1,1,19,3,1,1,88,68,0,2,2
S14014,26,92,1,0,1,1,1,25,0,12,1,53,76,1,1,1
S14015,26,92,1,0,1,1,1,18,3,16,1,93,74,1,2,1
S14016,6,90,1,1,1,1,1,27,2,19,1,99,67,1,0,2
S14017,6,90,1,1,1,1,1,25,3,4,1,77,94,1,1,0
S14018,16,84,0,0,0,0,1,20,2,13,1,99,65,1,0,2
S14019,16,84,0,0,0,0,1,18,0,2,1,54,75,0,1,1
S14020,16,84,1,0,0,1,1,20,2,13,1,99,65,1,0,2
S14021,16,84,1,0,0,1,1,18,0,2,1,54,75,0,1,1
S14022,16,84,2,1,1,0,1,20,2,13,1,99,65,1,0,2
S14023,16,84,2,1,1,0,1,18,0,2,1,54,75,0,1,1
S14024,16,84,2,1,1,1,1,20,2,13,1,99,65,1,0,2
S14025,16,84,2,1,1,1,1,18,0,2,1,54,75,0,1,1
S14026,16,84,2,0,0,1,1,20,2,13,1,99,65,1,0,2
S14027,16,84,2,0,0,1,1,18,0,2,1,54,75,0,1,1
S14028,14,61,1,1,1,0,1,26,2,2,1,59,92,1,1,0
S14029,14,61,1,1,1,0,1,29,0,13,1,54,81,1,2,1
S14030,14,61,1,1,1,0,1,18,3,2,0,86,96,1,2,0
S14031,14,61,1,1,1,0,1,19,3,11,1,74,78,0,2,1
S14032,14,61,1,1,0,1,1,26,2,2,1,59,92,1,1,0
S14033,14,61,1,1,0,1,1,29,0,13,1,54,81,1,2,1
S14034,14,61,1,1,0,1,1,18,3,2,0,86,96,1,2,0
S14035,14,61,1,1,0,1,1,19,3,11,1,74,78,0,2,1
S14036,28,63,2,1,0,1,0,23,0,18,0,70,51,0,2,3
S14037,28,63,2,1,0,1,0,18,2,2,0,88,71,1,2,1
S14038,28,63,2,1,0,1,0,25,2,0,0,68,58,1,1,2
S14039,8,82,2,1,1,0,0,27,0,11,1,60,96,1,1,0
S14040,8,66,2,1,1,1,1,23,1,5,1,67,64,1,0,2
S14041,14,73,2,0,1,1,1,29,0,15,0,94,90,1,0,0
S14042,14,73,2,0,1,1,1,23,3,10,1,91,72,1,0,1
S14043,14,73,2,0,1,1,1,28,1,4,1,81,72,1,1,1
S14044,20,100,1,1,1,1,1,25,2,2,1,55,70,1,2,1
S14045,20,100,1,1,1,1,1,27,0,19,1,50,99,1,1,0
S14046,20,100,1,1,1,1,1,19,3,2,1,60,55,1,1,2
S14047,20,100,1,1,1,1,1,25,2,2,1,55,70,1,2,1
S14048,20,100,1,1,1,1,1,27,0,19,1,50,99,1,1,0
S14049,20,100,1,1,1,1,1,19,3,2,1,60,55,1,1,2
S14050,20,100,1,1,2,0,1,25,2,2,1,55,70,1,2,1
S14051,20,100,1,1,2,0,1,27,0,19,1,50,99,1,1,0
S14052,20,100,1,1,2,0,1,19,3,2,1,60,55,1,1,2
S14053,12,68,2,0,2,1,0,19,1,11,1,51,75,1,2,1
S14054,12,68,2,0,2,1,0,20,2,8,0,89,64,1,2,2
S14055,11,100,2,0,1,1,0,22,0,20,1,58,52,1,2,3
S14056,11,100,2,0,1,1,0,24,1,2,0,84,85,1,2,0
S14057,11,100,2,1,2,1,0,22,0,20,1,58,52,1,2,3
S14058,11,100,2,1,2,1,0,24,1,2,0,84,85,1,2,0
S14059,12,61,1,1,1,1,1,27,3,6,1,94,96,1,2,0
S14060,12,61,1,1,1,1,1,25,1,19,0,66,53,1,2,3
S14061,12,61,1,1,1,1,1,27,3,6,1,94,96,1,2,0
S14062,12,61,1,1,1,1,1,25,1,19,0,66,53,1,2,3
S14063,30,82,1,1,0,1,0,22,3,14,1,96,77,1,0,1
S14064,30,82,1,1,0,1,0,21,0,8,0,62,61,1,1,2
S14065,30,82,2,1,1,1,0,22,3,14,1,96,77,1,0,1
S14066,30,82,2,1,1,1,0,21,0,8,0,62,61,1,1,2
S14067,13,91,1,1,1,1,1,27,0,2,1,85,96,0,1,0
S14068,13,91,1,1,1,1,1,28,0,17,0,81,70,1,2,1
S14069,13,91,0,1,0,1,1,27,0,2,1,85,96,0,1,0
S14070,13,91,0,1,0,1,1,28,0,17,0,81,70,1,2,1
S14071,16,91,2,0,0,1,1,29,3,20,0,75,56,0,2,2
S14072,16,91,2,1,0,1,1,29,3,20,0,75,56,0,2,2
S14073,16,91,1,1,1,1,1,29,3,20,0,75,56,0,2,2
S14074,22,97,1,1,0,1,0,28,1,10,1,78,100,1,0,0
S14075,22,97,1,1,0,1,0,22,1,8,0,79,88,1,2,0
S14076,22,97,1,1,0,1,0,18,1,8,1,78,96,1,2,0
S14077,22,97,1,1,0,1,0,20,3,4,1,54,91,0,0,0
S14078,22,97,1,1,0,1,0,22,2,13,1,76,52,1,2,3
S14079,22,97,1,1,0,1,0,24,1,5,0,95,92,0,0,0
S14080,22,97,1,0,2,1,0,28,1,10,1,78,100,1,0,0
S14081,22,97,1,0,2,1,0,22,1,8,0,79,88,1,2,0
S14082,22,97,1,0,2,1,0,18,1,8,1,78,96,1,2,0
S14083,22,97,1,0,2,1,0,20,3,4,1,54,91,0,0,0
S14084,22,97,1,0,2,1,0,22,2,13,1,76,52,1,2,3
S14085,22,97,1,0,2,1,0,24,1,5,0,95,92,0,0,0
S14086,9,97,1,0,0,1,1,19,2,6,1,74,45,0,2,3
S14087,7,90,1,1,0,1,1,29,2,10,0,82,81,1,2,1
S14088,22,60,0,0,1,0,0,26,0,7,1,95,86,1,2,0
S14089,22,60,1,1,1,1,0,26,0,7,1,95,86,1,2,0
S14090,30,100,2,0,1,1,1,21,2,10,0,51,78,0,1,1
S14091,30,100,2,0,1,1,1,28,2,2,0,57,90,1,2,0
S14092,30,100,2,1,0,1,1,21,2,10,0,51,78,0,1,1
S14093,30,100,2,1,0,1,1,28,2,2,0,57,90,1,2,0
S14094,30,70,0,0,2,1,1,18,3,20,1,72,96,0,1,0
S14095,30,70,0,0,2,1,1,19,3,7,0,56,46,1,2,3
S14096,30,70,0,0,2,1,1,19,3,6,1,80,50,1,2,3
S14097,30,70,0,0,2,1,1,18,2,6,0,91,95,1,0,0
S14098,30,70,0,0,2,1,1,20,3,7,1,75,82,1,0,1
S14099,30,70,0,0,2,1,1,29,2,12,1,61,76,1,2,1
S14100,31,85,1,1,0,1,0,21,1,18,1,61,92,1,2,0
S14101,31,85,1,1,0,1,0,25,2,8,1,72,72,0,2,1
S14102,10,73,1,1,2,1,1,24,2,4,0,77,68,1,0,2
S14103,10,73,0,1,0,1,1,24,2,4,0,77,68,1,0,2
S14104,25,66,1,1,1,1,0,26,1,6,0,84,56,0,2,2
S14105,25,66,1,1,1,1,0,28,1,4,1,76,98,1,2,0
S14106,25,66,2,0,2,1,0,26,1,6,0,84,56,0,2,2
S14107,25,66,2,0,2,1,0,28,1,4,1,76,98,1,2,0
S14108,25,66,1,1,1,1,0,26,1,6,0,84,56,0,2,2
S14109,25,66,1,1,1,1,0,28,1,4,1,76,98,1,2,0
S14110,6,98,0,0,1,1,0,20,3,11,1,57,66,1,0,2
S14111,6,98,0,0,1,1,0,18,1,14,0,96,69,1,0,2
S14112,6,98,0,0,1,1,0,18,1,6,1,58,78,1,2,1
S14113,18,92,1,1,0,1,0,20,2,19,0,76,92,1,1,0
S14114,12,66,2,1,0,1,1,19,1,5,1,50,78,1,1,1
S14115,12,66,2,1,0,1,1,19,3,15,1,70,42,1,0,3
S14116,12,66,2,1,1,0,1,19,1,5,1,50,78,1,1,1
S14117,12,66,2,1,1,0,1,19,3,15,1,70,42,1,0,3
S14118,33,74,0,0,1,1,1,23,0,13,1,53,94,1,0,0
S14119,33,74,1,1,1,1,1,23,0,13,1,53,94,1,0,0
S14120,31,94,1,0,0,1,1,25,2,11,1,99,62,1,0,2
S14121,32,66,2,1,2,1,1,23,2,6,1,84,74,1,2,1
S14122,32,66,2,1,2,1,1,23,0,11,0,64,47,1,1,3
S14123,23,93,2,0,2,1,0,22,0,14,0,62,59,1,1,2
S14124,23,93,2,0,2,1,0,26,0,10,0,72,51,1,1,3
S14125,23,93,2,0,2,1,0,24,1,15,0,62,94,1,2,0
S14126,23,93,2,0,2,1,0,25,0,5,0,61,75,0,0,1
S14127,23,93,2,0,2,1,0,27,1,11,0,96,81,1,2,1
S14128,23,93,2,1,2,1,0,22,0,14,0,62,59,1,1,2
S14129,23,93,2,1,2,1,0,26,0,10,0,72,51,1,1,3
S14130,23,93,2,1,2,1,0,24,1,15,0,62,94,1,2,0
S14131,23,93,2,1,2,1,0,25,0,5,0,61,75,0,0,1
S14132,23,93,2,1,2,1,0,27,1,11,0,96,81,1,2,1
S14133,23,93,0,1,2,1,0,22,0,14,0,62,59,1,1,2
S14134,23,93,0,1,2,1,0,26,0,10,0,72,51,1,1,3
S14135,23,93,0,1,2,1,0,24,1,15,0,62,94,1,2,0
S14136,23,93,0,1,2,1,0,25,0,5,0,61,75,0,0,1
S14137,23,93,0,1,2,1,0,27,1,11,0,96,81,1,2,1
S14138,23,93,1,0,1,1,0,22,0,14,0,62,59,1,1,2
S14139,23,93,1,0,1,1,0,26,0,10,0,72,51,1,1,3
S14140,23,93,1,0,1,1,0,24,1,15,0,62,94,1,2,0
S14141,23,93,1,0,1,1,0,25,0,5,0,61,75,0,0,1
S14142,23,93,1,0,1,1,0,27,1,11,0,96,81,1,2,1
S14143,28,62,2,0,1,1,0,19,0,17,1,87,64,0,1,2
S14144,28,62,2,0,1,1,0,26,0,5,0,64,46,1,1,3
S14145,28,62,2,0,1,1,0,26,0,13,0,72,95,1,0,0
S14146,28,62,2,0,1,1,0,29,0,12,1,53,62,1,2,2
S14147,28,62,2,0,1,1,0,27,1,10,0,90,86,1,2,0
S14148,28,62,2,0,1,1,0,21,0,14,1,100,72,1,2,1
S14149,30,76,1,1,1,1,1,20,0,6,1,62,58,1,2,2
S14150,39,75,2,1,2,1,1,29,3,11,1,77,58,1,2,2
S14151,39,75,2,1,2,1,1,18,1,17,1,69,94,0,2,0
S14152,39,75,2,1,2,1,1,29,0,0,1,97,83,1,1,1
S14153,8,90,2,0,2,1,1,26,3,18,0,72,70,1,2,1
S14154,8,90,2,0,2,1,1,24,2,18,1,62,71,1,1,1
S14155,8,90,2,0,2,1,1,21,3,1,0,65,67,1,1,2
S14156,8,90,2,0,2,1,1,24,0,19,0,95,91,1,1,0
S14157,8,90,2,0,2,1,1,26,0,6,1,96,52,1,1,3
S14158,8,90,1,0,2,1,1,26,3,18,0,72,70,1,2,1
S14159,8,90,1,0,2,1,1,24,2,18,1,62,71,1,1,1
S14160,8,90,1,0,2,1,1,21,3,1,0,65,67,1,1,2
S14161,8,90,1,0,2,1,1,24,0,19,0,95,91,1,1,0
S14162,8,90,1,0,2,1,1,26,0,6,1,96,52,1,1,3
S14163,32,81,1,0,2,1,0,21,0,14,1,61,100,0,2,0
S14164,32,81,1,0,2,1,0,19,3,11,0,65,93,1,1,0
S14165,32,81,1,0,2,1,0,29,0,6,1,65,83,1,1,1
S14166,8,78,1,1,1,1,1,18,0,15,1,54,50,0,1,3
S14167,8,78,1,1,1,1,1,28,2,15,1,72,92,0,0,0
S14168,20,87,2,1,1,1,0,27,3,12,1,55,99,1,2,0
S14169,20,87,2,1,1,1,0,29,1,19,0,78,97,1,2,0
S14170,20,87,1,0,1,1,0,27,3,12,1,55,99,1,2,0
S14171,20,87,1,0,1,1,0,29,1,19,0,78,97,1,2,0
S14172,20,87,2,0,0,1,0,27,3,12,1,55,99,1,2,0
S14173,20,87,2,0,0,1,0,29,1,19,0,78,97,1,2,0
S14174,20,87,0,0,1,0,0,27,3,12,1,55,99,1,2,0
S14175,20,87,0,0,1,0,0,29,1,19,0,78,97,1,2,0
S14176,24,74,0,1,2,1,1,21,3,0,1,71,78,1,2,1
S14177,24,74,1,1,0,1,1,21,3,0,1,71,78,1,2,1
S14178,20,100,1,1,1,1,0,23,0,0,0,97,59,1,2,2
S14179,20,100,1,1,1,1,0,26,0,15,0,52,75,0,2,1
S14180,9,69,1,1,1,1,1,18,3,13,0,59,41,1,2,3
S14181,9,69,1,1,1,1,1,19,0,13,0,50,44,1,0,3
S14182,9,69,2,1,1,1,1,18,3,13,0,59,41,1,2,3
S14183,9,69,2,1,1,1,1,19,0,13,0,50,44,1,0,3
S14184,30,91,1,0,0,1,0,18,3,14,1,58,82,1,0,1
S14185,30,91,1,0,0,1,0,21,1,12,1,73,79,0,2,1
S14186,30,91,1,0,0,1,0,26,0,12,1,89,79,0,1,1
S14187,30,91,2,1,0,1,0,18,3,14,1,58,82,1,0,1
S14188,30,91,2,1,0,1,0,21,1,12,1,73,79,0,2,1
S14189,30,91,2,1,0,1,0,26,0,12,1,89,79,0,1,1
S14190,30,91,0,1,1,1,0,18,3,14,1,58,82,1,0,1
S14191,30,91,0,1,1,1,0,21,1,12,1,73,79,0,2,1
S14192,30,91,0,1,1,1,0,26,0,12,1,89,79,0,1,1
S14193,10,95,0,1,2,1,1,18,1,1,1,51,70,1,2,1
S14194,10,95,1,0,2,1,1,18,1,1,1,51,70,1,2,1
S14195,10,95,2,1,2,1,1,18,1,1,1,51,70,1,2,1
S14196,26,70,1,0,0,1,1,25,3,2,1,100,71,0,2,1
S14197,26,70,1,0,0,1,1,27,0,8,1,69,76,1,1,1
S14198,26,70,1,0,0,1,1,26,0,8,0,53,41,0,1,3
S14199,26,70,1,0,0,1,1,24,0,17,0,72,67,0,2,2
S14200,26,70,2,1,1,1,1,25,3,2,1,100,71,0,2,1
S14201,26,70,2,1,1,1,1,27,0,8,1,69,76,1,1,1
S14202,26,70,2,1,1,1,1,26,0,8,0,53,41,0,1,3
S14203,26,70,2,1,1,1,1,24,0,17,0,72,67,0,2,2
S14204,37,73,2,1,1,1,1,22,0,7,0,90,68,0,2,2
S14205,26,88,2,0,1,1,0,20,3,18,0,65,58,1,1,2
S14206,26,88,2,0,1,1,0,29,1,4,1,72,45,0,2,3
S14207,26,88,2,1,2,0,0,20,3,18,0,65,58,1,1,2
S14208,26,88,2,1,2,0,0,29,1,4,1,72,45,0,2,3
S14209,14,72,2,0,1,1,0,18,2,17,0,61,77,0,0,1
S14210,14,72,2,0,1,1,0,26,1,12,1,60,77,1,1,1
S14211,11,100,1,1,0,1,1,19,2,1,1,53,91,1,0,0
S14212,11,100,1,1,0,1,1,20,0,8,1,52,40,0,1,3
S14213,11,100,1,1,0,1,1,27,3,5,0,68,83,1,2,1
S14214,8,65,1,0,1,1,1,23,1,20,0,51,63,1,0,2
S14215,8,65,1,0,1,1,1,22,3,8,0,71,70,1,2,1
S14216,16,87,1,0,2,1,1,20,1,14,0,62,78,1,2,1
S14217,16,87,1,0,2,1,1,29,1,18,1,90,52,0,1,3
S14218,16,87,1,1,1,0,1,20,1,14,0,62,78,1,2,1
S14219,16,87,1,1,1,0,1,29,1,18,1,90,52,0,1,3
S14220,27,71,1,1,1,0,0,18,3,16,0,50,58,1,0,2
S14221,27,71,1,1,1,0,0,26,3,16,1,80,86,1,1,0
S14222,11,86,2,1,1,1,1,24,1,17,1,69,43,1,2,3
S14223,11,86,1,1,1,1,1,24,1,17,1,69,43,1,2,3
S14224,14,95,1,1,1,1,1,20,3,12,0,99,55,1,1,2
S14225,14,95,1,1,1,1,1,22,0,9,0,52,69,0,0,2
S14226,15,79,2,1,1,1,0,26,3,19,1,62,82,1,0,1
S14227,15,79,2,1,1,1,0,25,0,0,1,73,58,1,2,2
S14228,15,79,2,1,1,1,0,27,0,15,1,83,73,1,2,1
S14229,15,79,2,1,1,1,0,20,3,9,0,74,46,0,1,3
S14230,15,79,2,1,1,1,0,26,3,19,1,62,82,1,0,1
S14231,15,79,2,1,1,1,0,25,0,0,1,73,58,1,2,2
S14232,15,79,2,1,1,1,0,27,0,15,1,83,73,1,2,1
S14233,15,79,2,1,1,1,0,20,3,9,0,74,46,0,1,3
S14234,31,99,0,1,2,1,0,21,3,1,0,79,49,1,1,3
S14235,31,99,0,1,2,1,0,29,2,6,1,64,63,1,1,2
S14236,30,84,1,1,1,1,0,27,1,16,1,55,63,1,1,2
S14237,30,84,1,1,1,1,0,24,2,8,0,94,97,1,2,0
S14238,30,84,1,1,1,1,0,19,3,5,0,66,75,0,1,1
S14239,30,84,0,1,0,1,0,27,1,16,1,55,63,1,1,2
S14240,30,84,0,1,0,1,0,24,2,8,0,94,97,1,2,0
S14241,30,84,0,1,0,1,0,19,3,5,0,66,75,0,1,1
S14242,11,66,1,1,1,1,0,18,2,15,0,96,58,0,1,2
S14243,11,66,1,1,1,1,0,18,3,11,1,61,85,1,0,0
S14244,11,66,1,1,1,1,0,29,0,13,1,70,54,1,1,3
S14245,17,70,1,0,1,1,1,23,2,18,1,85,54,1,2,3
S14246,17,70,1,0,1,1,1,25,1,8,1,74,73,0,2,1
S14247,17,70,1,0,1,1,1,21,1,6,0,95,89,1,2,0
S14248,17,70,1,0,1,1,1,28,0,15,1,97,82,1,0,1
S14249,31,83,2,1,1,1,1,20,3,13,0,53,100,1,0,0
S14250,16,65,0,1,2,1,0,27,2,2,0,62,63,1,0,2
S14251,34,61,0,0,0,1,0,20,1,18,0,76,57,1,2,2
S14252,34,61,0,0,0,1,0,19,3,9,1,70,86,1,1,0
S14253,34,61,0,0,0,1,0,26,0,5,1,64,62,0,2,2
S14254,34,61,0,0,0,1,0,24,2,7,1,51,48,1,1,3
S14255,28,90,1,1,1,1,0,23,3,18,0,59,43,1,1,3
S14256,28,90,1,1,1,1,0,19,2,17,1,67,72,1,2,1
S14257,28,90,1,1,1,1,0,21,2,8,0,78,96,1,1,0
S14258,5,93,1,1,1,0,0,24,0,20,0,60,69,0,2,2
S14259,5,93,1,1,1,0,0,21,0,6,1,66,47,1,1,3
S14260,6,69,1,1,1,0,0,29,0,18,1,79,89,1,2,0
S14261,6,69,1,1,1,0,0,28,2,16,1,85,84,1,2,1
S14262,11,91,1,0,1,1,0,25,0,11,1,84,86,0,1,0
S14263,11,91,1,0,1,1,0,29,2,4,0,87,84,1,0,1
S14264,13,82,1,1,1,1,0,27,3,8,1,68,96,0,2,0
S14265,13,82,1,1,1,1,0,29,2,0,0,59,55,1,1,2
S14266,13,82,1,1,1,1,0,26,3,18,0,93,96,1,2,0
S14267,13,82,1,1,1,1,0,21,1,15,1,64,84,1,2,1
S14268,13,82,1,1,1,1,0,20,1,12,0,73,42,1,1,3
S14269,13,82,1,1,1,1,0,29,2,11,1,66,52,0,2,3
S14270,13,82,2,0,1,1,0,27,3,8,1,68,96,0,2,0
S14271,13,82,2,0,1,1,0,29,2,0,0,59,55,1,1,2
S14272,13,82,2,0,1,1,0,26,3,18,0,93,96,1,2,0
S14273,13,82,2,0,1,1,0,21,1,15,1,64,84,1,2,1
S14274,13,82,2,0,1,1,0,20,1,12,0,73,42,1,1,3
S14275,13,82,2,0,1,1,0,29,2,11,1,66,52,0,2,3
S14276,13,82,2,0,1,1,0,27,3,8,1,68,96,0,2,0
S14277,13,82,2,0,1,1,0,29,2,0,0,59,55,1,1,2
S14278,13,82,2,0,1,1,0,26,3,18,0,93,96,1,2,0
S14279,13,82,2,0,1,1,0,21,1,15,1,64,84,1,2,1
S14280,13,82,2,0,1,1,0,20,1,12,0,73,42,1,1,3
S14281,13,82,2,0,1,1,0,29,2,11,1,66,52,0,2,3
S14282,9,96,0,1,0,1,0,29,2,18,1,74,74,1,0,1
S14283,9,96,0,1,0,1,0,25,2,1,0,92,99,0,2,0
S14284,25,61,2,1,0,1,0,21,2,20,1,58,60,1,2,2
S14285,25,61,1,0,2,1,0,21,2,20,1,58,60,1,2,2
S14286,25,61,2,0,1,1,0,21,2,20,1,58,60,1,2,2
S14287,31,63,2,0,1,1,0,25,3,1,1,97,99,0,0,0
S14288,31,63,2,0,1,1,0,27,3,11,0,91,97,1,0,0
S14289,9,80,0,0,1,1,1,25,1,3,0,69,100,1,0,0
S14290,33,92,2,1,0,1,0,19,0,3,1,57,93,1,2,0
