Insight_ID,Student_ID,Risk_Level,Message,Date,Semester
I10060,S11060,Low,Consider reaching out to your academic coach.,9/12/2025,Spring 2025
I10061,S11061,Low,Keep up the great work!,5/27/2024,Spring 2024
I10062,S11062,Low,"You’re doing well, stay consistent.",5/24/2024,Spring 2024
I10063,S11063,Low,Keep up the great work!,10/30/2024,Fall 2024
I10064,S11064,Low,Keep up the great work!,4/12/2025,Spring 2025
I10065,S11065,High,"You’re doing well, stay consistent.",5/30/2025,Spring 2025
I10066,S11066,Medium,Keep up the great work!,7/29/2025,Spring 2025
I10067,S11067,Low,Keep up the great work!,9/2/2024,Fall 2024
I10068,S11068,High,"You’re doing well, stay consistent.",4/25/2024,Spring 2024
I10069,S11069,Low,Attendance could be improved.,4/19/2025,Spring 2025
I10070,S11070,Low,"You’re doing well, stay consistent.",1/17/2024,Spring 2024
I10071,S11071,Low,Consider reaching out to your academic coach.,8/18/2025,Spring 2025
I10072,S11072,Low,Consider reaching out to your academic coach.,4/4/2024,Spring 2024
I10073,S11073,Low,Keep up the great work!,10/1/2024,Fall 2024
I10074,S11074,High,"You’re doing well, stay consistent.",3/17/2025,Spring 2025
I10075,S11075,High,Keep up the great work!,6/7/2025,Spring 2025
I10076,S11076,Low,"You’re doing well, stay consistent.",10/12/2024,Fall 2024
I10077,S11077,Low,"You’re doing well, stay consistent.",8/24/2024,Fall 2024
I10078,S11078,Low,"You’re doing well, stay consistent.",8/7/2025,Spring 2025
I10079,S11079,Low,Keep up the great work!,3/4/2024,Spring 2024
I10080,S11080,Low,Keep up the great work!,2/15/2025,Spring 2025
I10081,S11081,Low,Consider reaching out to your academic coach.,8/10/2025,Spring 2025
I10082,S11082,Low,Attendance could be improved.,7/21/2024,Fall 2024
I10083,S11083,High,Keep up the great work!,7/8/2025,Spring 2025
I10084,S11084,Medium,Keep up the great work!,5/23/2024,Spring 2024
I10085,S11085,Low,"You’re doing well, stay consistent.",8/20/2024,Fall 2024
I10086,S11086,Low,Consider reaching out to your academic coach.,1/8/2025,Spring 2025
I10087,S11087,High,"You’re doing well, stay consistent.",7/12/2024,Fall 2024
I10088,S11088,Medium,Keep up the great work!,9/16/2024,Fall 2024
I10089,S11089,Low,"You’re doing well, stay consistent.",10/19/2024,Fall 2024
I10090,S11090,Low,Consider reaching out to your academic coach.,5/11/2024,Spring 2024
I10091,S11091,Medium,Consider reaching out to your academic coach.,6/4/2024,Fall 2024
I10092,S11092,Medium,Attendance could be improved.,9/23/2024,Fall 2024
I10093,S11093,High,"You’re doing well, stay consistent.",2/19/2024,Spring 2024
I10094,S11094,Medium,Attendance could be improved.,5/10/2025,Spring 2025
I10095,S11095,High,Consider reaching out to your academic coach.,6/10/2025,Spring 2025
I10096,S11096,Low,Keep up the great work!,9/25/2025,Spring 2025
I10097,S11097,Low,Attendance could be improved.,1/30/2025,Spring 2025
I10098,S11098,High,Consider reaching out to your academic coach.,6/1/2024,Fall 2024
I10099,S11099,Low,Keep up the great work!,6/22/2024,Fall 2024
I10100,S11100,Medium,"You’re doing well, stay consistent.",10/31/2024,Fall 2024
I10101,S11101,High,Consider reaching out to your academic coach.,8/19/2024,Fall 2024
I10102,S11102,Medium,Attendance could be improved.,4/22/2025,Spring 2025
I10103,S11103,Medium,Consider reaching out to your academic coach.,2/27/2024,Spring 2024
I10104,S11104,Low,Consider reaching out to your academic coach.,10/7/2025,Spring 2025
I10105,S11105,Medium,"You’re doing well, stay consistent.",12/10/2024,Fall 2024
I10106,S11106,Low,"You’re doing well, stay consistent.",9/27/2024,Fall 2024
I10107,S11107,Low,Keep up the great work!,6/18/2025,Spring 2025
I10108,S11108,Medium,Keep up the great work!,1/22/2024,Spring 2024
I10109,S11109,High,"You’re doing well, stay consistent.",3/17/2025,Spring 2025
I10110,S11110,Medium,"You’re doing well, stay consistent.",7/10/2024,Fall 2024
I10111,S11111,Low,"You’re doing well, stay consistent.",11/18/2024,Fall 2024
I10112,S11112,Low,Consider reaching out to your academic coach.,8/11/2025,Spring 2025
I10113,S11113,Low,Keep up the great work!,2/6/2025,Spring 2025
I10114,S11114,High,Attendance could be improved.,1/24/2025,Spring 2025
I10115,S11115,Medium,Keep up the great work!,1/15/2025,Spring 2025
I10116,S11116,Low,"You’re doing well, stay consistent.",8/5/2025,Spring 2025
I10117,S11117,Low,Consider reaching out to your academic coach.,10/8/2024,Fall 2024
I10118,S11118,Medium,Keep up the great work!,8/12/2024,Fall 2024
I10119,S11119,Low,Attendance could be improved.,8/3/2024,Fall 2024
I10120,S11120,High,Consider reaching out to your academic coach.,1/11/2025,Spring 2025
I10121,S11121,Low,Attendance could be improved.,3/20/2025,Spring 2025
I10122,S11122,Medium,Keep up the great work!,1/13/2024,Spring 2024
I10123,S11123,High,Consider reaching out to your academic coach.,7/16/2025,Spring 2025
I10124,S11124,Medium,Attendance could be improved.,2/11/2025,Spring 2025
I10125,S11125,Medium,Consider reaching out to your academic coach.,1/4/2024,Spring 2024
I10126,S11126,Low,"You’re doing well, stay consistent.",10/23/2024,Fall 2024
I10127,S11127,Low,"You’re doing well, stay consistent.",9/4/2025,Spring 2025
I10128,S11128,Low,"You’re doing well, stay consistent.",3/23/2024,Spring 2024
I10129,S11129,Low,Attendance could be improved.,7/18/2025,Spring 2025
I10130,S11130,Medium,"You’re doing well, stay consistent.",6/8/2024,Fall 2024
I10131,S11131,Low,"You’re doing well, stay consistent.",4/25/2025,Spring 2025
I10132,S11132,Medium,Keep up the great work!,10/2/2024,Fall 2024
I10133,S11133,Medium,Attendance could be improved.,5/5/2025,Spring 2025
I10134,S11134,High,"You’re doing well, stay consistent.",9/15/2025,Spring 2025
I10135,S11135,Low,Attendance could be improved.,4/14/2024,Spring 2024
I10136,S11136,Low,Keep up the great work!,7/17/2024,Fall 2024
I10137,S11137,Low,"You’re doing well, stay consistent.",12/9/2024,Fall 2024
I10138,S11138,Low,Keep up the great work!,4/23/2025,Spring 2025
I10139,S11139,Low,Consider reaching out to your academic coach.,2/7/2024,Spring 2024
I10140,S11140,Low,"You’re doing well, stay consistent.",11/12/2024,Fall 2024
I10141,S11141,Low,Consider reaching out to your academic coach.,3/2/2025,Spring 2025
I10142,S11142,Medium,Attendance could be improved.,4/14/2024,Spring 2024
I10143,S11143,Medium,Attendance could be improved.,9/5/2025,Spring 2025
I10144,S11144,Low,Keep up the great work!,10/4/2024,Fall 2024
I10145,S11145,Medium,Consider reaching out to your academic coach.,2/14/2025,Spring 2025
I10146,S11146,Medium,Keep up the great work!,11/1/2024,Fall 2024
I10147,S11147,Medium,Keep up the great work!,4/3/2025,Spring 2025
I10148,S11148,Low,Keep up the great work!,4/29/2025,Spring 2025
I10149,S11149,High,Keep up the great work!,7/20/2024,Fall 2024
I10150,S11150,Low,Keep up the great work!,2/14/2024,Spring 2024
I10151,S11151,High,Keep up the great work!,3/10/2025,Spring 2025
I10152,S11152,Medium,Keep up the great work!,3/19/2025,Spring 2025
I10153,S11153,Low,Consider reaching out to your academic coach.,6/23/2024,Fall 2024
I10154,S11154,Low,"You’re doing well, stay consistent.",11/9/2024,Fall 2024
I10155,S11155,Low,Attendance could be improved.,1/29/2025,Spring 2025
I10156,S11156,Medium,"You’re doing well, stay consistent.",5/29/2024,Spring 2024
I10157,S11157,Medium,Consider reaching out to your academic coach.,4/10/2025,Spring 2025
I10158,S11158,Low,"You’re doing well, stay consistent.",6/13/2025,Spring 2025
I10159,S11159,Low,"You’re doing well, stay consistent.",2/14/2024,Spring 2024
I10160,S11160,High,Keep up the great work!,7/25/2024,Fall 2024
I10161,S11161,Medium,"You’re doing well, stay consistent.",5/24/2025,Spring 2025
I10162,S11162,Low,"You’re doing well, stay consistent.",3/28/2024,Spring 2024
I10163,S11163,Low,"You’re doing well, stay consistent.",7/9/2025,Spring 2025
I10164,S11164,High,Keep up the great work!,6/10/2025,Spring 2025
I10165,S11165,Low,Consider reaching out to your academic coach.,7/17/2025,Spring 2025
I10166,S11166,Low,"You’re doing well, stay consistent.",8/31/2024,Fall 2024
I10167,S11167,High,Keep up the great work!,7/1/2024,Fall 2024
I10168,S11168,Low,Consider reaching out to your academic coach.,2/9/2025,Spring 2025
I10169,S11169,Medium,Keep up the great work!,6/18/2024,Fall 2024
I10170,S11170,Low,Keep up the great work!,1/20/2025,Spring 2025
I10171,S11171,Medium,Keep up the great work!,10/14/2024,Fall 2024
I10172,S11172,Low,Keep up the great work!,12/7/2024,Fall 2024
I10173,S11173,Low,Consider reaching out to your academic coach.,12/14/2024,Fall 2024
I10174,S11174,Low,Keep up the great work!,4/10/2025,Spring 2025
I10175,S11175,Medium,Consider reaching out to your academic coach.,5/25/2025,Spring 2025
I10176,S11176,High,Consider reaching out to your academic coach.,4/25/2025,Spring 2025
I10177,S11177,Low,Keep up the great work!,4/17/2024,Spring 2024
I10178,S11178,Low,Consider reaching out to your academic coach.,6/24/2025,Spring 2025
I10179,S11179,Medium,Attendance could be improved.,4/14/2025,Spring 2025
I10180,S11180,Low,Attendance could be improved.,7/7/2025,Spring 2025
I10181,S11181,Medium,Attendance could be improved.,7/27/2025,Spring 2025
I10182,S11182,Medium,Attendance could be improved.,9/2/2024,Fall 2024
I10183,S11183,High,Consider reaching out to your academic coach.,8/4/2025,Spring 2025
I10184,S11184,Low,"You’re doing well, stay consistent.",6/18/2024,Fall 2024
I10185,S11185,Medium,"You’re doing well, stay consistent.",10/19/2025,Spring 2025
I10186,S11186,Low,Keep up the great work!,2/3/2024,Spring 2024
I10187,S11187,Low,"You’re doing well, stay consistent.",5/11/2025,Spring 2025
I10188,S11188,Medium,Attendance could be improved.,6/17/2025,Spring 2025
I10189,S11189,Low,Consider reaching out to your academic coach.,6/7/2024,Fall 2024
I10190,S11190,Medium,Attendance could be improved.,6/5/2024,Fall 2024
I10191,S11191,High,"You’re doing well, stay consistent.",3/13/2025,Spring 2025
I10192,S11192,Low,Keep up the great work!,2/13/2024,Spring 2024
I10193,S11193,Low,Consider reaching out to your academic coach.,10/24/2024,Fall 2024
I10194,S11194,Low,"You’re doing well, stay consistent.",7/12/2025,Spring 2025
I10195,S11195,Medium,Keep up the great work!,7/22/2025,Spring 2025
I10196,S11196,Low,Consider reaching out to your academic coach.,11/12/2024,Fall 2024
I10197,S11197,High,Consider reaching out to your academic coach.,9/11/2025,Spring 2025
I10198,S11198,Low,"You’re doing well, stay consistent.",11/26/2024,Fall 2024
I10199,S11199,Low,Attendance could be improved.,1/17/2024,Spring 2024
I10200,S11200,High,"You’re doing well, stay consistent.",7/14/2025,Spring 2025
I10201,S11201,High,Consider reaching out to your academic coach.,2/1/2024,Spring 2024
I10202,S11202,Low,"You’re doing well, stay consistent.",6/20/2024,Fall 2024
I10203,S11203,Low,"You’re doing well, stay consistent.",9/7/2024,Fall 2024
I10204,S11204,Low,Consider reaching out to your academic coach.,6/18/2024,Fall 2024
I10205,S11205,Medium,"You’re doing well, stay consistent.",1/4/2024,Spring 2024
I10206,S11206,Low,Attendance could be improved.,8/10/2024,Fall 2024
I10207,S11207,Low,Attendance could be improved.,4/1/2024,Spring 2024
I10208,S11208,Low,Attendance could be improved.,12/11/2024,Fall 2024
I10209,S11209,Low,Attendance could be improved.,2/18/2025,Spring 2025
I10210,S11210,Medium,Attendance could be improved.,5/25/2024,Spring 2024
I10211,S11211,Low,Keep up the great work!,4/23/2024,Spring 2024
I10212,S11212,High,Attendance could be improved.,6/18/2025,Spring 2025
I10213,S11213,Low,Keep up the great work!,9/3/2025,Spring 2025
I10214,S11214,Medium,Attendance could be improved.,6/24/2024,Fall 2024
I10215,S11215,Medium,Attendance could be improved.,1/10/2024,Spring 2024
I10216,S11216,Low,Consider reaching out to your academic coach.,10/18/2025,Spring 2025
I10217,S11217,High,"You’re doing well, stay consistent.",10/28/2024,Fall 2024
I10218,S11218,Low,Attendance could be improved.,3/25/2024,Spring 2024
I10219,S11219,Medium,Keep up the great work!,5/28/2024,Spring 2024
I10220,S11220,Low,Consider reaching out to your academic coach.,5/10/2025,Spring 2025
I10221,S11221,Low,Keep up the great work!,6/26/2024,Fall 2024
I10222,S11222,Low,Attendance could be improved.,5/3/2025,Spring 2025
I10223,S11223,Medium,Keep up the great work!,7/26/2025,Spring 2025
I10224,S11224,High,Attendance could be improved.,5/29/2025,Spring 2025
I10225,S11225,Medium,Keep up the great work!,1/7/2024,Spring 2024
I10226,S11226,Low,Consider reaching out to your academic coach.,1/27/2024,Spring 2024
I10227,S11227,Low,Keep up the great work!,3/16/2025,Spring 2025
I10228,S11228,Low,Keep up the great work!,6/25/2025,Spring 2025
I10229,S11229,Medium,"You’re doing well, stay consistent.",1/15/2024,Spring 2024
I10230,S11230,High,Keep up the great work!,5/29/2024,Spring 2024
I10231,S11231,Low,Attendance could be improved.,4/5/2024,Spring 2024
I10232,S11232,Low,Attendance could be improved.,4/18/2025,Spring 2025
I10233,S11233,Medium,Attendance could be improved.,4/2/2024,Spring 2024
I10234,S11234,Low,Attendance could be improved.,2/17/2025,Spring 2025
I10235,S11235,Low,Keep up the great work!,10/15/2024,Fall 2024
I10236,S11236,Low,Attendance could be improved.,4/29/2025,Spring 2025
I10237,S11237,Low,Consider reaching out to your academic coach.,5/30/2025,Spring 2025
I10238,S11238,Low,Keep up the great work!,4/6/2024,Spring 2024
I10239,S11239,Medium,Consider reaching out to your academic coach.,5/26/2025,Spring 2025
I10240,S11240,Low,"You’re doing well, stay consistent.",2/22/2025,Spring 2025
I10241,S11241,Low,Consider reaching out to your academic coach.,9/20/2024,Fall 2024
I10242,S11242,High,Keep up the great work!,1/16/2024,Spring 2024
I10243,S11243,Low,Consider reaching out to your academic coach.,3/17/2025,Spring 2025
I10244,S11244,Low,"You’re doing well, stay consistent.",3/9/2024,Spring 2024
I10245,S11245,Low,Consider reaching out to your academic coach.,2/13/2024,Spring 2024
I10246,S11246,Low,"You’re doing well, stay consistent.",7/23/2024,Fall 2024
I10247,S11247,Medium,Keep up the great work!,4/17/2024,Spring 2024
I10248,S11248,High,Keep up the great work!,5/24/2025,Spring 2025
I10249,S11249,Low,Consider reaching out to your academic coach.,2/21/2025,Spring 2025
I10250,S11250,High,"You’re doing well, stay consistent.",6/2/2025,Spring 2025
I10251,S11251,Low,"You’re doing well, stay consistent.",4/14/2025,Spring 2025
I10252,S11252,Low,"You’re doing well, stay consistent.",2/1/2024,Spring 2024
I10253,S11253,Medium,Keep up the great work!,3/30/2024,Spring 2024
I10254,S11254,Medium,Attendance could be improved.,8/21/2025,Spring 2025
I10255,S11255,Low,Consider reaching out to your academic coach.,4/26/2024,Spring 2024
I10256,S11256,Low,Consider reaching out to your academic coach.,11/19/2024,Fall 2024
I10257,S11257,Low,Keep up the great work!,6/23/2025,Spring 2025
I10258,S11258,Medium,"You’re doing well, stay consistent.",3/7/2024,Spring 2024
I10259,S11259,Low,Keep up the great work!,1/21/2025,Spring 2025
I10260,S11260,Medium,Consider reaching out to your academic coach.,1/12/2024,Spring 2024
I10261,S11261,High,Attendance could be improved.,9/30/2024,Fall 2024
I10262,S11262,Medium,Consider reaching out to your academic coach.,8/23/2024,Fall 2024
I10263,S11263,Medium,Keep up the great work!,6/16/2024,Fall 2024
I10264,S11264,Medium,Keep up the great work!,8/7/2024,Fall 2024
I10265,S11265,Low,Keep up the great work!,9/9/2024,Fall 2024
I10266,S11266,Low,Consider reaching out to your academic coach.,5/20/2024,Spring 2024
I10267,S11267,Medium,Consider reaching out to your academic coach.,4/16/2025,Spring 2025
I10268,S11268,Low,Keep up the great work!,7/28/2024,Fall 2024
I10269,S11269,High,Consider reaching out to your academic coach.,2/1/2025,Spring 2025
I10270,S11270,Medium,"You’re doing well, stay consistent.",3/11/2024,Spring 2024
I10271,S11271,Medium,Consider reaching out to your academic coach.,7/28/2024,Fall 2024
I10272,S11272,Medium,"You’re doing well, stay consistent.",1/31/2025,Spring 2025
I10273,S11273,Low,"You’re doing well, stay consistent.",10/2/2025,Spring 2025
I10274,S11274,High,Keep up the great work!,9/3/2025,Spring 2025
I10275,S11275,Low,Consider reaching out to your academic coach.,5/16/2025,Spring 2025
I10276,S11276,Low,Keep up the great work!,5/16/2025,Spring 2025
I10277,S11277,Low,Consider reaching out to your academic coach.,3/15/2024,Spring 2024
I10278,S11278,Low,Attendance could be improved.,6/22/2025,Spring 2025
I10279,S11279,Low,Consider reaching out to your academic coach.,6/25/2025,Spring 2025
I10280,S11280,High,"You’re doing well, stay consistent.",12/12/2024,Fall 2024
I10281,S11281,Low,Consider reaching out to your academic coach.,2/22/2025,Spring 2025
I10282,S11282,High,"You’re doing well, stay consistent.",3/23/2025,Spring 2025
I10283,S11283,Medium,Attendance could be improved.,3/8/2025,Spring 2025
I10284,S11284,Medium,Attendance could be improved.,3/19/2025,Spring 2025
I10285,S11285,Medium,Attendance could be improved.,8/30/2025,Spring 2025
I10286,S11286,Medium,Consider reaching out to your academic coach.,11/15/2024,Fall 2024
I10287,S11287,Low,"You’re doing well, stay consistent.",5/14/2025,Spring 2025
I10288,S11288,Medium,Keep up the great work!,10/12/2024,Fall 2024
I10289,S11289,High,Attendance could be improved.,8/27/2024,Fall 2024
I10290,S11290,High,"You’re doing well, stay consistent.",12/17/2024,Fall 2024
I10291,S11291,Medium,"You’re doing well, stay consistent.",7/2/2025,Spring 2025
I10292,S11292,Medium,Keep up the great work!,12/30/2024,Fall 2024
I10293,S11293,Low,"You’re doing well, stay consistent.",2/17/2024,Spring 2024
I10294,S11294,High,Attendance could be improved.,6/14/2025,Spring 2025
I10295,S11295,Low,Keep up the great work!,1/20/2024,Spring 2024
I10296,S11296,Low,Keep up the great work!,5/4/2025,Spring 2025
I10297,S11297,Low,Keep up the great work!,6/23/2025,Spring 2025
I10298,S11298,Low,Consider reaching out to your academic coach.,8/1/2024,Fall 2024
I10299,S11299,Low,Consider reaching out to your academic coach.,4/6/2024,Spring 2024
I10300,S11300,Low,Consider reaching out to your academic coach.,8/18/2025,Spring 2025
I10301,S11301,Low,Consider reaching out to your academic coach.,6/15/2024,Fall 2024
I10302,S11302,Low,Consider reaching out to your academic coach.,10/16/2025,Spring 2025
I10303,S11303,Low,"You’re doing well, stay consistent.",10/1/2025,Spring 2025
I10304,S11304,Low,"You’re doing well, stay consistent.",8/28/2025,Spring 2025
I10305,S11305,High,Attendance could be improved.,10/25/2024,Fall 2024
I10306,S11306,Medium,Keep up the great work!,9/10/2025,Spring 2025
I10307,S11307,Low,Keep up the great work!,7/30/2025,Spring 2025
I10308,S11308,Medium,Keep up the great work!,1/31/2025,Spring 2025
I10309,S11309,High,Consider reaching out to your academic coach.,1/20/2024,Spring 2024
I10310,S11310,Low,"You’re doing well, stay consistent.",4/3/2024,Spring 2024
I10311,S11311,Low,"You’re doing well, stay consistent.",8/7/2024,Fall 2024
I10312,S11312,High,Consider reaching out to your academic coach.,8/9/2024,Fall 2024
I10313,S11313,High,Consider reaching out to your academic coach.,10/19/2024,Fall 2024
I10314,S11314,Low,Keep up the great work!,10/20/2024,Fall 2024
I10315,S11315,Medium,Consider reaching out to your academic coach.,4/16/2025,Spring 2025
I10316,S11316,Low,"You’re doing well, stay consistent.",12/2/2024,Fall 2024
I10317,S11317,Medium,Attendance could be improved.,9/3/2024,Fall 2024
I10318,S11318,Low,Attendance could be improved.,11/13/2024,Fall 2024
I10319,S11319,Medium,Consider reaching out to your academic coach.,2/26/2024,Spring 2024
I10320,S11320,Low,Attendance could be improved.,3/16/2024,Spring 2024
I10321,S11321,Low,Keep up the great work!,1/30/2024,Spring 2024
I10322,S11322,Low,Consider reaching out to your academic coach.,2/27/2024,Spring 2024
I10323,S11323,Medium,"You’re doing well, stay consistent.",4/3/2025,Spring 2025
I10324,S11324,High,Keep up the great work!,5/25/2024,Spring 2024
I10325,S11325,Medium,Consider reaching out to your academic coach.,12/13/2024,Fall 2024
I10326,S11326,Medium,"You’re doing well, stay consistent.",3/21/2025,Spring 2025
I10327,S11327,Medium,Consider reaching out to your academic coach.,8/5/2024,Fall 2024
I10328,S11328,Medium,Keep up the great work!,5/29/2025,Spring 2025
I10329,S11329,High,"You’re doing well, stay consistent.",8/9/2024,Fall 2024
I10330,S11330,Medium,Keep up the great work!,3/14/2025,Spring 2025
I10331,S11331,High,Attendance could be improved.,12/17/2024,Fall 2024
I10332,S11332,Low,Keep up the great work!,1/10/2024,Spring 2024
I10333,S11333,High,Attendance could be improved.,3/26/2025,Spring 2025
I10334,S11334,High,Attendance could be improved.,9/26/2024,Fall 2024
I10335,S11335,Low,Keep up the great work!,10/6/2025,Spring 2025
I10336,S11336,Medium,Consider reaching out to your academic coach.,1/14/2025,Spring 2025
I10337,S11337,Low,Consider reaching out to your academic coach.,7/22/2024,Fall 2024
I10338,S11338,Low,Attendance could be improved.,5/7/2024,Spring 2024
I10339,S11339,Low,Consider reaching out to your academic coach.,10/12/2024,Fall 2024
I10340,S11340,Low,Attendance could be improved.,4/21/2025,Spring 2025
I10341,S11341,Low,"You’re doing well, stay consistent.",7/27/2024,Fall 2024
I10342,S11342,Low,"You’re doing well, stay consistent.",3/9/2024,Spring 2024
I10343,S11343,High,Attendance could be improved.,7/26/2025,Spring 2025
I10344,S11344,Low,Keep up the great work!,8/30/2024,Fall 2024
I10345,S11345,Medium,Consider reaching out to your academic coach.,7/12/2024,Fall 2024
I10346,S11346,Low,Consider reaching out to your academic coach.,6/26/2025,Spring 2025
I10347,S11347,Medium,Attendance could be improved.,2/13/2025,Spring 2025
I10348,S11348,Low,Keep up the great work!,2/4/2024,Spring 2024
I10349,S11349,Low,Keep up the great work!,5/13/2024,Spring 2024
I10350,S11350,High,Attendance could be improved.,7/7/2025,Spring 2025
I10351,S11351,Low,Keep up the great work!,10/8/2024,Fall 2024
I10352,S11352,High,Attendance could be improved.,2/28/2024,Spring 2024
I10353,S11353,Medium,Consider reaching out to your academic coach.,8/27/2024,Fall 2024
I10354,S11354,Low,Attendance could be improved.,11/2/2024,Fall 2024
I10355,S11355,Low,Keep up the great work!,7/8/2024,Fall 2024
I10356,S11356,Low,Consider reaching out to your academic coach.,3/18/2024,Spring 2024
I10357,S11357,High,"You’re doing well, stay consistent.",4/1/2025,Spring 2025
I10358,S11358,Medium,Consider reaching out to your academic coach.,6/16/2024,Fall 2024
I10359,S11359,Low,Keep up the great work!,2/18/2025,Spring 2025
I10360,S11360,Low,Keep up the great work!,8/9/2025,Spring 2025
I10361,S11361,Medium,Keep up the great work!,9/24/2024,Fall 2024
I10362,S11362,High,Attendance could be improved.,7/26/2024,Fall 2024
I10363,S11363,Low,Keep up the great work!,3/11/2024,Spring 2024
I10364,S11364,Low,Attendance could be improved.,4/23/2024,Spring 2024
I10365,S11365,Low,"You’re doing well, stay consistent.",2/18/2024,Spring 2024
I10366,S11366,Low,Attendance could be improved.,5/13/2024,Spring 2024
I10367,S11367,Low,Attendance could be improved.,4/5/2024,Spring 2024
I10368,S11368,Medium,Consider reaching out to your academic coach.,3/25/2024,Spring 2024
I10369,S11369,Low,"You’re doing well, stay consistent.",11/14/2024,Fall 2024
I10370,S11370,Medium,Keep up the great work!,5/23/2024,Spring 2024
I10371,S11371,Low,Keep up the great work!,3/7/2024,Spring 2024
I10372,S11372,Low,Keep up the great work!,5/25/2024,Spring 2024
I10373,S11373,Low,Attendance could be improved.,5/22/2024,Spring 2024
I10374,S11374,Medium,"You’re doing well, stay consistent.",7/16/2024,Fall 2024
I10375,S11375,Medium,Keep up the great work!,8/31/2025,Spring 2025
I10376,S11376,Low,"You’re doing well, stay consistent.",6/22/2024,Fall 2024
I10377,S11377,Low,"You’re doing well, stay consistent.",8/20/2024,Fall 2024
I10378,S11378,Low,Attendance could be improved.,4/7/2024,Spring 2024
I10379,S11379,High,Consider reaching out to your academic coach.,9/20/2025,Spring 2025
I10380,S11380,Low,Consider reaching out to your academic coach.,10/12/2024,Fall 2024
I10381,S11381,Low,"You’re doing well, stay consistent.",5/17/2025,Spring 2025
I10382,S11382,Low,Attendance could be improved.,10/18/2025,Spring 2025
I10383,S11383,Low,Attendance could be improved.,11/23/2024,Fall 2024
I10384,S11384,Low,Consider reaching out to your academic coach.,8/29/2024,Fall 2024
I10385,S11385,Medium,Attendance could be improved.,4/17/2024,Spring 2024
I10386,S11386,Low,"You’re doing well, stay consistent.",10/29/2024,Fall 2024
I10387,S11387,Medium,"You’re doing well, stay consistent.",9/20/2024,Fall 2024
I10388,S11388,High,"You’re doing well, stay consistent.",5/4/2025,Spring 2025
I10389,S11389,Medium,Attendance could be improved.,7/7/2024,Fall 2024
I10390,S11390,Low,Consider reaching out to your academic coach.,12/7/2024,Fall 2024
I10391,S11391,Medium,Keep up the great work!,7/18/2024,Fall 2024
I10392,S11392,Low,Consider reaching out to your academic coach.,2/14/2024,Spring 2024
I10393,S11393,Low,Attendance could be improved.,12/14/2024,Fall 2024
I10394,S11394,Medium,Attendance could be improved.,3/20/2024,Spring 2024
I10395,S11395,Low,Keep up the great work!,12/23/2024,Fall 2024
I10396,S11396,Low,"You’re doing well, stay consistent.",6/4/2024,Fall 2024
I10397,S11397,High,Consider reaching out to your academic coach.,4/22/2024,Spring 2024
I10398,S11398,Medium,Consider reaching out to your academic coach.,3/7/2024,Spring 2024
I10399,S11399,Low,"You’re doing well, stay consistent.",7/27/2025,Spring 2025
I10400,S11400,Low,Consider reaching out to your academic coach.,8/28/2024,Fall 2024
I10401,S11401,High,Attendance could be improved.,2/6/2024,Spring 2024
I10402,S11402,Low,Consider reaching out to your academic coach.,11/12/2024,Fall 2024
I10403,S11403,High,"You’re doing well, stay consistent.",11/12/2024,Fall 2024
I10404,S11404,High,Keep up the great work!,4/25/2025,Spring 2025
I10405,S11405,High,Keep up the great work!,3/16/2024,Spring 2024
I10406,S11406,Low,"You’re doing well, stay consistent.",3/15/2025,Spring 2025
I10407,S11407,Low,Attendance could be improved.,8/27/2025,Spring 2025
I10408,S11408,Medium,Consider reaching out to your academic coach.,7/5/2025,Spring 2025
I10409,S11409,High,"You’re doing well, stay consistent.",6/17/2025,Spring 2025
I10410,S11410,High,Consider reaching out to your academic coach.,10/13/2025,Spring 2025
I10411,S11411,Low,Consider reaching out to your academic coach.,3/15/2024,Spring 2024
I10412,S11412,Medium,Keep up the great work!,9/27/2025,Spring 2025
I10413,S11413,High,Keep up the great work!,6/1/2025,Spring 2025
I10414,S11414,High,"You’re doing well, stay consistent.",11/12/2024,Fall 2024
I10415,S11415,High,Attendance could be improved.,4/30/2025,Spring 2025
I10416,S11416,Low,"You’re doing well, stay consistent.",7/14/2025,Spring 2025
I10417,S11417,Low,Consider reaching out to your academic coach.,9/13/2025,Spring 2025
I10418,S11418,Medium,Attendance could be improved.,9/14/2025,Spring 2025
I10419,S11419,High,Keep up the great work!,9/4/2024,Fall 2024
I10420,S11420,Low,"You’re doing well, stay consistent.",11/25/2024,Fall 2024
I10421,S11421,Low,"You’re doing well, stay consistent.",10/21/2024,Fall 2024
I10422,S11422,Low,Attendance could be improved.,9/11/2024,Fall 2024
I10423,S11423,Low,Keep up the great work!,7/24/2025,Spring 2025
I10424,S11424,Low,Attendance could be improved.,3/22/2025,Spring 2025
I10425,S11425,Low,"You’re doing well, stay consistent.",1/2/2025,Spring 2025
I10426,S11426,Medium,Attendance could be improved.,1/26/2025,Spring 2025
I10427,S11427,Low,Keep up the great work!,6/18/2024,Fall 2024
I10428,S11428,Low,Attendance could be improved.,6/11/2024,Fall 2024
I10429,S11429,Low,"You’re doing well, stay consistent.",10/5/2024,Fall 2024
I10430,S11430,Medium,Attendance could be improved.,11/13/2024,Fall 2024
I10431,S11431,Medium,Attendance could be improved.,2/3/2025,Spring 2025
I10432,S11432,Low,Keep up the great work!,6/15/2025,Spring 2025
I10433,S11433,Medium,Consider reaching out to your academic coach.,11/17/2024,Fall 2024
